	text
581	chaysi allin kawsayman kaq kutichkaptinkus qunqaymanña richkaptinkus kaq qincha suwakunaqa rikurimusqanku wañamarca wayqu uraypi
583	qunqayllamantas wiraqucha juan perezpa wasinman yaykurpasqanku
585	tayta juan perezqa machuchaña allin watanpi yaykusqaña kasqa
587	payqa llapan runakunamantaqa allin qillqayta yachasqa hinallataq qillqa tuqyachiynintapas
589	allin umayuq allin tukuy yachayniyuq
591	chayraykucha allin munasqa allin yupaychasqa allin rikusqa chay suyupiqa kan
593	unayña payqa warmillanwan tiyakusqa
596	manataq allintachu rikurqanku uyanku tapakuspa kaptin
597	churinkunaqa limapikama tiyarqanku
599	warminqa visitación sutiyuq kasqa paypas paya
601	iskaynin paya machukunaqa wañamarka ayllupi tiyarqanku hatun auto ñan patapi paykunallapa wasinkuqa karqan chaymi ayllumanta runaqa uraymanpas wichaymanpas rispaqa chaypi rikutamuqku napaykatakamunkus tukuy sunqunkuwan
603	allinllachu señor juan
605	allinllachu señora visitación
609	manam paykunaqa taytay mamay nirqankuchu señor señor wiraqucha nirqankupuni
611	chay suyupiqa yupaychasqa runataqa hinatam niyta yachanku
613	paykunapas allinllatataqmi sapa punkunta pasaq runataqa rikurqanku
615	chakisqamanqa aqachata unuchata ima haywaykuqku yarqasqamantaq mikunata 
618	kimsa kallpasapakama karqanku
619	paykunapas chakra ruranankupaq qullqita munaspa huk t'urunkuta qhaturqusqaku yaqa iskay p'unchaw hinallaraq
621	chaytataq qanra suwakunaqa imaynatacha yacharqun
623	chayrayku saqra rurayninkuta hamutasqanku
625	chaska punchawsi
627	tutallamanta hatarispansi wiraqucha juanqa musqukusqanta warminman willasqa
629	chisi tuta musquyniypim huk raymipi yuraq pañiyluyta maywiykuspa sumaqllataña tusuykuchkasqani
633	señora visitaciónqa anchata mancharikuspa nin
635	tatay millaymi musquyninchikpi tusuyqa allintam yuyapakuna kanqa
640	aswan misti tukusqam karqan
641	chay punchawqa ñas siqayarqunña tuta chayaykamuchkaptinsi kimsantin suwakunaqa wasiman yaykunku cuchilluyuqkama
643	yaqañas warmi qari payakunaqa puñunankupaq kawituta pustuniykuchkasqa
645	chayllamansi manchakuyllataña iskay allquchanku kanikuyta qallarinku runa hapiq hinallaña
647	chaymantataq allquchakunataqa qaparichimunku rumiwanpas panarqunkuman hina hinamantataq upallarqunku wiñaypaq mañana kanikapunkuñachu
649	chay qhawaqsi tayta juanqa punkuman lluqsin
651	wasi punkupi kimsa yana qupukuna hapirpamunku
653	allinta chaqnarquspa huk tiyanaman watarqun
655	señora vicitasiuntapas hinallatataq rurarqunku
657	chaymantas suwakunaqa tapunku
659	yaw machu allqu viejo kunanqa niwankiku maypim allicharqanki qayninpa turu qatusqayki qullqita
662	nispallas ninku
663	wañuchiwaychikpas munaspaykichikqa manam nisqaykichikchu
665	waqatikuna manachu kay payakunataña suwayta página'inqakunkichik
667	qamkuna watayuqlla kayman chayqa manam tupaykuwankichikmanpaschu karqan
669	nispansi tayta juanqa kutichin
671	kunanmá yachanki viejo carajo
673	kunanmi riqsiwankiku pim kayku chayta
675	nispankus takankupacha hayt'ankupacha pampamantapas kaq huqarispa astawan maqaykunku
677	mana ancha yuyayninpiña kachkaptinsi hina pampapi yawarllataña saqirpanku kikinkumanta llapan wasi ukhuta qullqi maskhaq kachaykunku
679	hukninsi kawitukunata kamakunata maskhan huktaqsi markaman wichan huknintaq página'acha wawulkunata misa cajónkunata ima maskhapakun
682	hinaspa ñuqa ninaykama chaypi yachamuy  herodesmi wañuchinanpaq wawata maskachkan nispa kaypim tarinchik cuando señorninchik jesucristo chiqnisqa karqa wawachallaraq kachkaspam pero manam dios tayta munarqachu kay churinta pipas
684	pero manam dios tayta munarqanchu kay churinta pipas manaraq tiemponpi wañuchisqa kananta y chaymi dios tayta waqaychan churinta hinaspanmi nin jose hatariy hinaspayki wawatawan mamanta egiptoman ayqichiy dios taytam llapa runapa sunqunta yachan hinaspanmi kay chu
686	dios taytam llapa runapa sunqunta yachan hinaspanmi kay churinta waqaychachkan mana wañuchisqa kananpaq si dios tayta churinta kaynata nanachikurqan hinaspanqa ñuqanchikkunawanpas chaynachallatam ruran dios tayta manam ñuqanchikkuna manaraq tiempo chayamuchkaptin wañuchwanchu
688	manaraq tiempo chayamuchkaptin wañuchwanchu pero cuando tiempo chayamunqa hinaptinqa manataqma ni pipas harkanmanchu wañuymanta dios taytapa palabranmi yachachiwanchik imaynam churinta waqaychachkan mana allin runakunamanta a chaynam ñuqanchik churinkunatapas dios tayta waqaychawanchik
690	kanman karqan runa kayman hina jose hinaspa maría mana riqsisqanku allpaman riy mana riqsisqanku llaqtaman riy chaypim karqanku foráneo forastero mana aylluyuq imayna sasam cuando mana aylluyki kanchu chay llaqtaman riptiyki manam ima quykusunallaykipaqpas mana riqsisusqaykirayku kanmanchu pipas pero manam paykuna yaqay
692	riqsisusqaykirayku kanmanchu pipas pero manam paykuna yarqaymanta wañurqanchu sino dios tayta mikuchirqan paykunaman paykunamanmi mana mikuy pisirqanchu porque dios taytapa palabranmi nintaq ñuqam qamkunawan kachkani ñuqam mikuchikniykichik kani manam imapas pisisunkichikchu si dios tayta churintam waqaycharqa
694	si dios tayta churinta waqaycharqan hinaspaqa ñuqanchikunatapas chaynallam waqaychawanchik manam payqa qunqawanchikchu ichapas qam kanki forastero foráneo karu llaqtayuq huk lado llaqtakunapi yachanki hinaspayki waqanki manam qamtapas dios tayta qunqasunkichu pero ichaqa mayna importantem kasukuy
696	kay egipto llaqtaman chay tuta mana runapa rikuriskusqan horallata lluqsirqanku tuta chay tuta puriyninkupipas manam dios tayta paykunata qunqarqanchu kasukuq runataqa dios tayatam yanapan dios taytapa voznin uyariqtaqa dios taytam nanachikun cuando kay josé maría
698	hamurqani nispa dios taytapa palabranmi cumplikun cuando ñuqanchikkunapi tukuy imapas pasakun hinaptin manam kayqa karqa casualidachu jesúspa chiqnisqa kaynin ni qatikachasqa kaynin manam casualidachu karqa josepa sufriynin chaynallataq maríapa sufriynin si no dios taytapa plannin a chaymi qampa vidaykipipas ima sasachakuypas chayamunmanmi
700	qinaptinqa satanasqa mastam piñakunqa hinaspanmi piñakurqusqan rayku mana manchakunqachu mana allinkuna rurayta por que satanasqa hamurqa runa wañuchiqmi y chaymi satanasta encarnan kaypi herodes hinaspanmi kunan kamachichkan wawakunata wañuchinankupaq paypa sunqunmi karqa llumpay rumi sunqu
702	wakinqa wawakunatapas waqaqllatam qawayta munan mientras que dios taytañataqmi nin wawakunatam kuyani ama paykunata qarkakuychikchu paykunapaqmi dios taytapa reinon paykunapaqmi salvación paykunaraykum cielo rurasqa dios tayta chaynata niptin satanasñataq wañuchiyta munan wawakunaqa kuyasqay uyariqllay
704	satanañataq wañuchiyta munan wawakunaqa kuyasqay uyariqllaykuna confianzapa quntasqanmi wawakunaqa hasta piñanakurquspapas chaylla maqanakurquspapas waqarqachinakuspapas pampachanakuqkunam wawakunaqa manam ni pi ni mayta pukuykuyta manchakunchu wawakunaqa pi imata niykuptinpas kasukuqmi wawakunaqa chay
706	tukuy sunquywammmi tukuy kuyakuywanmi agradecido padre kay simiykimanta gracias niykamuykiku señornillayku jesucristupa sumaq sumaq sutillanpi chayna puni kallachun nispa amén dios taytapa chuya siminmi kunanpaq rimapayawasunchik
707	dios taytapa palabrantam yanqachan y chaymi herodespa tiemponpi wawakuna iskay watanmanta urayman llumpay achkha wañurqa y llumpay waqaymi karqa tayta mamakunam llumpayta waqarqa espadawanmi wañuchirqaku wawakunata pero señor jesusmi paypas runapa llaqtanpi kay sasachakuykuna kaptin tarikuchkan manan
709	kunallan waqachkankichik aychaykichikpa munasqan rurasqaykichikrayku kunanqa wiksayuq tarikunki hinaspayki nichkanki manam kay wawaqa nacenmanchu trabajanayraqmi estudianayraqmi tukuy imaraqmi logranay qawachkanki chay wawata atrasota hina qawachkanki chay wawata desgraciata hina qawachkanki chay wawata
712	kaqkunaqa wañurqunkuñam nispa satanasqa siempre fracasan satanasqa siempre pantan solamente jesucristo diosmi mana nunca pantaq herodesmi jesústa wañuchiyta munarqa pero mana wañuchiyta atirqachu wañuchiy munasqan rayku kikin wañurqa chay raykum mana runakunaqa runapa vida
714	chiqnikuywanqa manam runakunapas allinqa kawsachwanchu chiqnikuyqa solamente apawanchik sasachakuyllamanmim rakinakuyllamanmi hinaspa mana allin qhawanakusqa wañuchinakuyllamanmi chiqnikuywanqa manam allin puriy kanchu manam allin
715	porque kaypim herodes señorta wañuchiyta munarqa pero kay wañuchiy munaqmi kikin puntata wañurqa chaymi joseyta nirqa dios tayta hatariy hinaspayki kutiy llaqtaykimam kay wawa wañuchiy munaqkunaqa lliwmi wañurqunkuña y chayta niptinmi yapamanta jose versículo veintiunopi nin kaynata chaymi joseyqa hatarispam wawatawan mamanta
717	wañuchinmanchu manchakuytaqa yachasun almanten cuerpontin wañuchiqta dios taytata manchakunaqa dios taytatam respetanaqa hinaspayki kunam ichapas ham kanki kuyasqa nisunchikki nisqa ichapas ham chiqnichkanki wawaykita chay wiksaykipi kaq wawata chiqnichkanki ama mejor chiqniychu qinaspayki kunam kusikuykuwan chaskiykuy
719	amaraq chay wawata chiqniychu herodes qina chay wiqsay hukup kaqta si nacierom inaptinqa amaraq chiqniychu nitay pensaychu reqalaykuyta sino sunquykiypi khuyakuywan chaskiykuy inaspayki niy señor qanya mikunampaq quway qanya pachakunampaq quway dios tayta bendicioninta chayachimun dios tayta wawanta uywakun
722	chiqninakuywanqa manam allin puriy kanchu manam allin puñuy kanchu chiqninakuywanqa manam allin kawsan kanchu yuyariy kuyasqay uyariqllay señorninchik jesucritopa palabranmi nin paymi kuyakuq kasqanmanta kuyakuypaq hukninñataqmi chiqnikuy
723	qamkunapas qullqitapas maskaysichkachikraq kay qullqitaya aparquy kay qullqiwanya wañurachumy nispa kay qullqiwanya abortarqachimuy nispa qampas rikurinki runa wañuchiqñam chaynata pensaspayki ama chayta ruraychu dios taytam pampachasunki arrepientikuy dios taytaman kutiriy kunanmi oportunidad chay chiqnikuyniyki tukunaykipaq señorpa sutinpi hanaq pachapi
725	ripuy riki tukunaykipaq señorpa sutinpi hanaq pachapi kaq taytayku gracias tukuy sunquywanmi kunan taytayaq qamman hamuni sunqullayta qamman quykuspay taytay qammi chiknisqa karqanki kunankamapas chiknisqan muchas veces kanki chaynallataqmi qam qatiqkunapas chiqnisqa mana allinqa manam kuyawankuchu sino chiqniwanku chiqniwasqanku
728	kachkanmi piquete de mantenimiento nisqa rurachkankum wawqinchikkuna ñuqaykum contrapartidata churayku proviastaq contrapartidata paykunam chay pagan imam pasan proviasta señor alcalde wakin distritopiqa manam proviasqa kanchu kunanqa aswanqa consecionarpansi o narpansi imam arí quykunsi chay empresakunaman hinaptin chaykunam rurachkan porque kaylawnintapas astalahuevallata rurachkan kunanqa churakamunmi chay presupuestokuna chaymi kaqmanta kaq kutisaqku ñuqayku lima llaqtata exigeq porque manaña chay presupuesto
730	kikillankuanm rinku pero manam rinkuchu kay huchuy destritutaqa iskaykamaña kachkanki como alcalde professor bueno wawqillay juancito kaypi rimaykuna kanqa klaruta arí ñuqayku ñuqapas churapakuchkani como autoridad bueno llaqta munasqanpi ñuqapas riksisqa kani diosninchik munarqa ñuqapas chayman churapakunaypaq chaymi ñuqa bueno qhawarisqayman hina huqarirqani ima necesidadninta problematicanta ñuqa kay llaqtaypata
731	yo creo que allin autoridad y trabajador llaqtanpaq munaq si bien es cierto kunan parlariykamun kay puente integración regional puente qala entonces allin punim chay fechata y chaytawanmi ña kay hermana provincia de sukre chaylawman entregarqukunña kay andahuaylas apurimac llaqtanchik riki especialmente wayana porque wayana llaqtamanta parlaspaqa wayana llaqtaqa anchapas
733	llaqtapas qawkayaypi tiyakun imapas chacrankunata tarpurispa animalchakunata uywarispa yo creo que importantem chay proyectokuna rurasqan temas de riego porque legalmente chacranku kanmi bastante wak wayana llaqtanchikpi pero manam yaku kanchu riki parachallawanmi si kunan mana para chayamunchu hinaptinqa manaya kanchu mikhuy an chaypim aveces kan riki huk hatun llakikuy kay llaqtanchik wayanapaq y comunidadninkunapaq si bien es cierto kaypi
736	entonces por prevención qampas como autoridad alcaldenchikunawan quñirinakuspanya ichapas documentollatapas challarichiwaq mana kay urqunchikunapi chay campamentokuna seguramente lavachkakunapas chayta mana qamkuna llullachkanki allinmi kaman huk visitata riktinku autoridarkunawan comunidankunwan encabezado como alcalde wakin distritokunapiwan como chay visitaqina rurarquwaqchik haber chay imaynas chay kachkan importante manachu ñuqanchik
738	wayqiy juancito allinmi chay proyecto kachi chaytam puririchinanchik llaqtaqa saludanim kay wawqinchik camilo urpi alcalde de wayana allinmi paypas churapakun sumaqta llaqtanwan ñam chay puente tala ñam qispirunña chay integración intereginal apurimac ayakuchu no chayqa allinmi pero kunanqa qhawananchikñam ña yakunchiktañam ñawpaqman
740	wayana pay umanchachkan kay ideata wayanamanta allinmi rimarisunmi wawqinchikkunawan pampachiriwan pumaquchawan tumaywaraka wayana chaqranpa chiyara no san antonio de kachi wankaray turpo sumaqta parlaykuspa coordinarqusun allinta no autoridadkuna churapakuchun kay hatun proyecto huqarinapaq wawqiy arí wawqillay don carlitos chaynam kachkan como consejero hinayá qampas yanapamuy rimarimuy chay
742	karay san antonio de kachi no chiyara chaqranpa wayana tumay waraka pumaqucha hasta puka qasa chay carretera kachkan pampa chiriman igualmente chaypi aprobarqukun priorización kay carretera talaveramanta ukubamba unquy waqana qanchi hinallataq huk carretera priorización kay wankabambamanta hacia tintay lukri y también priorización asfalto
744	río pampas nisqan wawqillay juan chaytaqa manam pipas utilizanchu y chay mayutaqa manam pipas hurqunchu yanqapunim chay mayuqa richkan wayquntakama mana pipas tutilizanchu entonces imasumaqap kanman chaytam parlarirqayku paywan chaymi pay niwarqa como moción de acuerdo presentasaq gobierno consejo regionalpi nispa hinaptin chayta rurarqachu imaynaya chaytam kunan atipana kanqa sapankama wiraqucha alcaldenikuwan kay pampachiri puma qucha umanmarca
746	sapanka wiraqucha alcaldekunawan pampachiri pomacocha umamarqa chaqrampa huallana huñunakusaqku hinaspayku parlarispayku hatuhatun huñunakuyta purichisaqku chayman hina kay decisiónta tumakunanpaq porque ñuqaykum fuerzata ruraspa mañanayku gobierno regionalman y gobierno centralman porque manachayqa paykunaqa manam ruranqachu chaypaqmi qamkuna autoridad kankichik riki chay fuerza ruramunaykichikpaq llaqtapa favorninpi rimarimunaykichikpaq riki exacto juancito entonces chayta puririchina kanqa allintam wawqinchikkuna
748	juancito entonces chayta purichina kanqa allintam wawqinchikkuna churapakamun wawqinchik gerardo paypas como ex consejero yachanña riqsinña paypas preocupakun llaqtan llaqtanchikrayku riki porque imaynam llaqtanchik qipa tiempo kaq yaykunmanta hinallataq wawqinchik consejero regional entonces paykuna allintam qawarimuchkan y chay yanapakuywan ñuqaykupas riki llamkayta qallarisaqku
750	ruta quechua chanka
752	riqsichikuynin
753	chayta musyarquspam tayta mamaykuta qayachispapunitaq huñunakuypi niq
755	wawaykichiktam ninaykichik kastinlla simi rimananpaq
757	yachay wasipiqa manam qhichwataqa rimanankuchu wasiykichikpicha rimanku ichaqa manam kaypiqa
759	kastinlla simi yachaqmi hamunku icha imapaqmi kachamunkichik nispa
761	taytaykupas upallallaya uyariqku
763	chay huñunakuypim churarqa
765	kunanmanta qhipamanqa warmaykichikta qhichwa rimaqta uyarirquspayqa kay qaqra baldepim akata hisp'ana uchkumanta makinwan huqarichispa q'ipichisaq akata q'ipiykukuspam llaqtapa chawpinta retamunqa llapan p'inqananpaq chaynapim p'inqakuspa manaña qhichwata rimanqakuchu nispa
767	chay p'unchawmantapacham mana pipas rimariqchu imaynanpipas qunqarquspa rimarirquptiykuqa chiqapmi akata baldepi huqarichiwaspanku llaqta chawpinta apachiwaqku runakunataqmi asipayawaqku
769	qhichwa rimasqanmanta akata apachkan nispa
771	kayhina ñakarichiykunam rimayninchikta yachayninchiktaqa qatiriq chayraykum pinqakunchik qipanchakunchik manaña warmanchikkunata rimananta munanchikchu aswanmi hamawta masinchikkunaqa mana rimayta atispa tayta leo casaspa willakusqanpahina pinqapachinku chaynaspataqmi unay pachapi yachaykuna chuyanchasqanchikta chinkachichkanku
774	yachay wasipi llamk'ayninchikqa yunkapipas qhichwapipas urqu suyupipas tukuy yachaykuna kallpachanapaq
775	ama chayta rurasunchu aswanqa kallpanchasun llanllarisun sunqunchasun
777	kay yachachiykuna puririchiq iskay kaq maytu nisqapim yachaykuna kallpachanapaq qillqamuyku
779	tukuy sunquwan qillqasqam achkha yachaykunapa sunqunpi khuyanakuypi kawsanapaq
781	kawsayninchikmanta yuyaymanaspa llamk'ay kallpachanapaq
783	imaraykutaq llaqtakunapa yachayninta kallpachasun mana hawamanta hamuqllatachu
785	perú suyunchikpiqa manam huk ayllullachu nitaq huk yachayllachu kawsachkan aswanqa sapa llaqtam yachayniyuq
787	chayllaraqchu tukuy kay pachapi tarikuqmi ancha yachayniyuq manam runamasillanchikchu intipas killapas rumipas wasi uywakunapas sallqa uywakunapas yachayniyuqmi kanchik
789	kay yachaykunata qhawarispa paykunapa yanapakuyninwanmi kusisqa kawsanchik
791	chaynaqa manam huk yachayllatachu kallpanchananchik llapanchikpa yachayninchiktam chayman hina sumaq kawsananchikpaq
793	huk yachayllata kallpanchaspaqa chiqninakuyman wakchayaymanmi chayachwan qhipamanqa awqanakuypi wañuchinakuypi tukuchwan
796	llaqta ukhupiña yachachisqapas warmakunapa sunqunpim tukuy niraq yachaykuna llanllarin kay yachaykunatam sumaqta tinkuchina mana usuchispa
797	hawa yachaykunalla kallpanchasqanchikpim wakinqa aswanña maypitaq pachamama kawsanqa urqu kawsanqa nispa munasqankuta ruraspa llumpaytaña unqurqachinku kay pachapi tiyaqkunatapas llakipiña churawanchik
799	kayna qhawariykunatam yachaywasipiqa yuyaymanaspa sumaqta ch'uyanchana llapan yachaykunata kallpanchananchikpaq chaynapim allin kawsayta aypasun
801	mana llapan yachaykunata chaninchaspa manam allin kawsaytaqa aypachwanchu chayraykum llapan runakunata tapuspa paykunawan yanapachikuspa yachayninchikkunata chinkachisun sumaq sunquyuq runakunata qispichisun
803	ñawpa watakunamantaraqmi kamachikuq qillqakunapi churasqaña kay llapan yachaykuna yachay wasikunapi hunt'achinapaq aswanqa manam qallariyta atinchikchu llump'aytam hawa yachaykunaman hap'iparqukunchik kikinchikpa yachayninchikkunata qhipanchakuspa kawsayninchikta mana qhawarispa chayraykum kay yachaykuna puririchiq qillqa maytupi yuyaymanaspa llapanchikmanta imahina qillqay yachachinapaq churamuyku kaynata qallarispacha as asmanta qispichisunchik llapanchikpa kallpanwan yachayninwan ima
